onset	duration	outcome	house_old	chose_old	truecond	condchosen
      0	2	1	0	1	1	1
 11.038	2	1	1	0	1	1
  30.58	2	1	0	1	1	1
 38.623	2	0	1	0	1	1
 49.165	2	1	0	1	1	1
 60.699	2	1	1	0	1	1
  72.25	2	1	0	1	1	1
 80.294	2	1	1	0	1	1
 88.337	2	0	0	1	1	1
 96.381	2	1	1	0	1	1
112.928	2	1	0	1	1	1
 122.46	2	1	1	0	1	1
135.517	2	0	0	1	2	1
148.557	2	1	1	1	2	2
160.604	2	1	1	1	2	2
170.121	2	1	0	0	2	2
190.672	2	1	1	1	2	2
200.221	2	0	0	0	2	2
208.264	2	1	0	0	2	2
218.823	2	1	1	1	2	2
226.866	2	1	1	1	2	2
246.921	2	1	0	0	2	2
 256.47	2	1	1	1	2	2
264.497	2	1	0	0	2	2
 274.03	2	0	0	0	2	2
293.075	2	0	1	1	1	2
302.624	2	1	1	0	1	1
310.668	2	1	0	1	1	1
320.713	2	1	1	0	1	1
335.259	2	0	0	1	1	1
346.297	2	1	0	1	1	1
358.344	2	0	1	1	1	2
370.046	2	1	1	0	1	1
381.084	2	1	1	0	1	1
 395.63	2	1	0	1	1	1
403.673	2	1	1	0	1	1
419.228	2	1	0	1	1	1
430.763	2	1	1	0	2	1
442.313	2	0	1	0	2	1
 455.37	2	0	0	1	2	1
463.413	2	1	1	1	2	2
473.459	2	1	0	0	2	2
483.008	2	0	0	0	2	2
492.556	2	1	1	1	2	2
505.613	2	1	1	1	2	2
518.653	2	0	0	0	2	2
  530.7	2	1	1	1	2	2
540.249	2	1	1	1	2	2
552.297	2	1	1	1	2	2
563.848	2	1	0	0	2	2
573.397	2	0	1	1	1	2
 581.44	2	1	0	1	1	1
591.998	2	1	1	0	1	1
600.042	2	0	0	0	1	2
613.595	2	1	0	1	1	1
629.646	2	1	1	0	1	1
637.689	2	1	1	0	1	1
647.238	2	0	0	1	1	1
666.284	2	1	0	1	1	1
675.833	2	1	1	0	1	1
683.876	2	0	1	0	1	1
693.922	2	0	0	0	1	2
708.468	2	1	0	1	1	1
728.523	2	0	1	0	2	1
740.224	2	1	1	0	2	1
 754.77	2	0	0	1	2	1
762.813	2	0	0	1	2	1
 770.84	2	1	1	1	2	2
781.382	2	1	1	1	2	2
 801.42	2	1	0	0	2	2
 809.48	2	0	1	1	2	2
817.524	2	1	0	0	2	2
825.567	2	1	0	0	2	2
835.612	2	1	1	1	2	2
845.145	2	1	1	1	2	2
854.694	2	1	0	0	2	2
 867.75	2	1	1	1	2	2
 880.79	2	0	0	0	1	2
892.838	2	0	0	0	1	2
902.387	2	1	1	0	1	1
914.434	2	1	1	0	1	1
925.985	2	1	1	0	1	1
935.517	2	0	0	1	1	1
943.561	2	1	1	0	1	1
959.116	2	1	0	1	1	1
972.668	2	1	1	0	1	1
982.217	2	1	1	0	1	1
996.763	2	1	0	1	1	1
1006.31	2	0	1	0	1	1
1025.36	2	0	0	1	2	1
1034.91	2	0	0	0	2	2
1042.95	2	1	1	1	2	2
   1053	2	1	1	1	2	2
1067.54	2	1	0	0	2	2
 1078.6	2	1	1	1	2	2
1090.64	2	1	1	1	2	2
1102.33	2	1	1	1	2	2
1113.37	2	1	0	0	2	2
1127.91	2	1	1	1	2	2
1135.96	2	0	0	0	2	2
   1144	2	1	1	1	2	2
1154.54	2	1	0	0	2	2
1166.08	2	0	0	0	1	2
1182.61	2	1	1	0	1	1
1190.65	2	1	1	0	1	1
1198.69	2	0	0	1	1	1
1208.74	2	1	0	1	1	1
1218.27	2	1	1	0	1	1
1227.82	2	1	1	0	1	1
1240.88	2	0	0	1	1	1
1253.92	2	1	0	1	1	1
1272.47	2	1	1	0	1	1
1284.51	2	1	0	1	1	1
1296.07	2	0	1	0	2	1
1310.63	2	0	0	1	2	1
1321.19	2	1	1	1	2	2
1329.23	2	1	0	0	2	2
1342.78	2	1	1	NaN	2	1
1352.31	2	1	0	0	2	2
1361.86	2	1	1	1	2	2
1369.91	2	1	0	0	2	2
1379.46	2	1	1	1	2	2
   1405	2	1	0	0	2	2
1413.05	2	0	1	1	2	2
1423.09	2	1	0	0	2	2
1437.64	2	1	1	1	2	2
1448.69	2	0	1	1	1	2
1460.74	2	1	0	1	1	1
